id,activitydate,totalsleeprecords,totalminutesasleep,totaltimeinbed,totalsteps,totaldistance,trackerdistance,loggedactivitiesdistance,veryactivedistance,moderatelyactivedistance,lightactivedistance,sedentaryactivedistance,veryactiveminutes,fairlyactiveminutes,lightlyactiveminutes,sedentaryminutes,calories,steptotal,avg_intensity_night,avg_intensity_morning,avg_intensity_afternoon,avg_intensity_evening,avg_intensity_late_night,max_intensity_night,max_intensity_morning,max_intensity_afternoon,max_intensity_evening,max_intensity_late_night,avg_mets,max_mets,min_mets,avg_heart_rate,max_heart_rate,min_heart_rate
1503960366,2016-04-30,1.0,404.0,425.0,14673,9.25,9.25,0.0,3.55999994277954,1.41999995708466,4.26999998092651,0.0,52,34,217,712,1947,14673,1.5,6.333333333333333,32.4,31.4,37.5,7.0,17.0,99.0,71.0,47.0,17.196527777777778,88.0,10.0,,,
1503960366,2016-05-01,1.0,369.0,396.0,10602,6.80999994277954,6.80999994277954,0.0,2.28999996185303,1.60000002384186,2.92000007629395,0.0,33,35,246,730,1820,10602,3.3333333333333335,6.166666666666667,16.8,29.6,63.0,9.0,12.0,25.0,70.0,76.0,16.168055555555554,95.0,10.0,,,
1503960366,2016-05-02,1.0,277.0,309.0,14727,9.71000003814697,9.71000003814697,0.0,3.21000003814697,0.569999992847443,5.92000007629395,0.0,41,15,277,798,2004,14727,1.3333333333333333,13.333333333333334,26.6,32.8,22.5,7.0,30.0,64.0,105.0,28.0,17.81597222222222,105.0,10.0,,,
1503960366,2016-05-03,1.0,273.0,296.0,15103,9.65999984741211,9.65999984741211,0.0,3.73000001907349,1.04999995231628,4.88000011444092,0.0,50,24,254,816,1990,15103,2.5,12.833333333333334,29.0,29.4,34.0,6.0,25.0,46.0,86.0,58.0,17.69236111111111,93.0,10.0,,,
1503960366,2016-05-04,,,,11100,7.15000009536743,7.15000009536743,0.0,2.46000003814697,0.870000004768372,3.8199999332428,0.0,36,22,203,1179,1819,11100,3.1666666666666665,9.833333333333334,21.6,32.2,4.0,17.0,26.0,67.0,62.0,8.0,16.17152777777778,101.0,10.0,,,
1503960366,2016-05-05,1.0,247.0,264.0,14070,8.89999961853027,8.89999961853027,0.0,2.92000007629395,1.08000004291534,4.88000011444092,0.0,45,24,250,857,1959,14070,3.0,9.833333333333334,16.2,50.4,11.5,6.0,26.0,21.0,113.0,17.0,17.418055555555554,105.0,10.0,,,
1503960366,2016-05-06,1.0,334.0,367.0,12159,8.02999973297119,8.02999973297119,0.0,1.97000002861023,0.25,5.80999994277954,0.0,24,6,289,754,1896,12159,3.5,11.166666666666666,16.4,26.4,35.5,12.0,29.0,27.0,55.0,52.0,16.855555555555554,107.0,10.0,,,
1503960366,2016-05-07,1.0,331.0,349.0,11992,7.71000003814697,7.71000003814697,0.0,2.46000003814697,2.11999988555908,3.13000011444092,0.0,37,46,175,833,1821,11992,1.8333333333333333,20.166666666666668,6.2,20.8,55.5,9.0,59.0,10.0,61.0,108.0,16.188194444444445,99.0,10.0,,,
1503960366,2016-05-08,1.0,594.0,611.0,10060,6.57999992370605,6.57999992370605,0.0,3.52999997138977,0.319999992847443,2.73000001907349,0.0,44,8,203,574,1740,10060,1.5,0.16666666666666666,15.0,45.2,20.0,8.0,1.0,30.0,115.0,29.0,15.46875,97.0,10.0,,,
1503960366,2016-05-09,1.0,338.0,342.0,12022,7.71999979019165,7.71999979019165,0.0,3.45000004768372,0.529999971389771,3.74000000953674,0.0,46,11,206,835,1819,12022,1.6666666666666667,8.333333333333334,17.8,43.4,0.0,9.0,22.0,75.0,73.0,0.0,16.172916666666666,93.0,10.0,,,
1503960366,2016-05-10,1.0,383.0,403.0,12207,7.76999998092651,7.76999998092651,0.0,3.34999990463257,1.1599999666214,3.25999999046326,0.0,46,31,214,746,1859,12207,1.0,15.0,17.2,45.8,1.5,6.0,35.0,36.0,73.0,3.0,16.52638888888889,93.0,10.0,,,
1503960366,2016-05-11,1.0,285.0,306.0,12770,8.13000011444092,8.13000011444092,0.0,2.55999994277954,1.00999999046326,4.55000019073486,0.0,36,23,251,669,1783,12770,3.8333333333333335,15.333333333333334,19.4,45.25,,14.0,32.0,52.0,102.0,,17.502380952380953,101.0,10.0,,,
1503960366,2016-05-12,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,0,0,,,,,,,,,,,,,,,,
1624580081,2016-04-12,,,,8163,5.30999994277954,5.30999994277954,0.0,0.0,0.0,5.30999994277954,0.0,0,0,146,1294,1432,8163,1.0,13.833333333333334,2.8,6.2,6.0,4.0,60.0,5.0,12.0,12.0,11.968055555555555,72.0,10.0,,,
1624580081,2016-04-13,,,,7007,4.55000019073486,4.55000019073486,0.0,0.0,0.0,4.55000019073486,0.0,0,0,148,1292,1411,7007,1.1666666666666667,14.5,3.0,7.4,1.0,6.0,45.0,6.0,17.0,2.0,11.79861111111111,82.0,10.0,,,
1624580081,2016-04-14,,,,9107,5.92000007629395,5.92000007629395,0.0,0.0,0.0,5.90999984741211,0.0099999997764825,0,0,236,1204,1572,9107,0.3333333333333333,17.0,4.4,19.6,6.0,1.0,45.0,14.0,34.0,12.0,13.1375,74.0,10.0,,,
1624580081,2016-04-15,,,,1510,0.980000019073486,0.980000019073486,0.0,0.0,0.0,0.970000028610229,0.0,0,0,96,1344,1344,1510,2.3333333333333335,4.5,0.0,6.4,11.5,12.0,25.0,0.0,25.0,15.0,11.231944444444444,66.0,10.0,,,
1624580081,2016-04-16,,,,5370,3.49000000953674,3.49000000953674,0.0,0.0,0.0,3.49000000953674,0.0,0,0,176,1264,1463,5370,3.8333333333333335,2.8333333333333335,4.0,13.6,24.0,18.0,11.0,10.0,31.0,44.0,12.231944444444444,72.0,10.0,,,
1624580081,2016-04-17,,,,6175,4.05999994277954,4.05999994277954,0.0,1.02999997138977,1.51999998092651,1.49000000953674,0.0099999997764825,15,22,127,1276,1554,6175,1.5,1.3333333333333333,17.0,20.8,5.0,5.0,4.0,44.0,50.0,6.0,12.990277777777777,86.0,10.0,,,
1624580081,2016-04-18,,,,10536,7.40999984741211,7.40999984741211,0.0,2.15000009536743,0.620000004768372,4.61999988555908,0.0099999997764825,17,7,202,1214,1604,10536,1.3333333333333333,15.666666666666666,19.8,9.8,8.5,4.0,49.0,70.0,12.0,9.0,13.408333333333333,79.0,10.0,,,
1624580081,2016-04-19,,,,2916,1.89999997615814,1.89999997615814,0.0,0.0,0.0,1.89999997615814,0.0,0,0,141,1299,1435,2916,1.5,7.0,11.2,5.2,4.0,7.0,16.0,30.0,14.0,7.0,11.995833333333334,84.0,10.0,,,
1624580081,2016-04-20,,,,4974,3.23000001907349,3.23000001907349,0.0,0.0,0.0,3.23000001907349,0.0,0,0,151,1289,1446,4974,1.1666666666666667,9.666666666666666,7.6,6.6,7.5,7.0,44.0,14.0,17.0,10.0,12.084722222222222,104.0,10.0,,,
1624580081,2016-04-21,,,,6349,4.13000011444092,4.13000011444092,0.0,0.0,0.0,4.1100001335144,0.0199999995529652,0,0,186,1254,1467,6349,0.8333333333333334,5.166666666666667,3.6,23.6,7.0,2.0,15.0,11.0,56.0,12.0,12.256944444444445,102.0,0.0,,,
1624580081,2016-04-22,,,,4026,2.61999988555908,2.61999988555908,0.0,0.0,0.0,2.59999990463257,0.0,0,0,199,1241,1470,4026,0.5,7.0,3.6,17.8,23.5,2.0,16.0,6.0,32.0,28.0,12.291666666666666,66.0,10.0,,,
1624580081,2016-04-23,,,,8538,5.55000019073486,5.55000019073486,0.0,0.0,0.0,5.53999996185303,0.0099999997764825,0,0,227,1213,1562,8538,2.1666666666666665,4.5,6.4,26.0,12.5,9.0,17.0,17.0,51.0,23.0,13.061111111111112,84.0,10.0,,,
1624580081,2016-04-24,,,,6076,3.95000004768372,3.95000004768372,0.0,1.14999997615814,0.910000026226044,1.88999998569489,0.0,16,18,185,1221,1617,6076,2.8333333333333335,9.0,18.2,20.6,2.0,9.0,27.0,38.0,56.0,4.0,13.51388888888889,88.0,10.0,,,
1624580081,2016-04-25,,,,6497,4.21999979019165,4.21999979019165,0.0,0.0,0.0,4.19999980926514,0.0199999995529652,0,0,202,1238,1492,6497,0.5,14.5,7.8,11.2,8.5,3.0,36.0,17.0,25.0,9.0,12.472222222222221,54.0,10.0,,,
1624580081,2016-04-26,,,,2826,1.8400000333786,1.8400000333786,0.0,0.0,0.0,1.83000004291534,0.0099999997764825,0,0,140,1300,1402,2826,0.8333333333333334,7.333333333333333,8.0,9.6,1.5,4.0,19.0,18.0,14.0,3.0,11.718055555555555,50.0,10.0,,,
1624580081,2016-04-27,,,,8367,5.44000005722046,5.44000005722046,0.0,1.11000001430511,1.87000000476837,2.46000003814697,0.0,17,36,154,1233,1670,8367,0.3333333333333333,5.666666666666667,34.4,9.0,12.0,2.0,25.0,112.0,16.0,13.0,13.956944444444444,74.0,10.0,,,
1624580081,2016-04-28,,,,2759,1.78999996185303,1.78999996185303,0.0,0.0,0.200000002980232,1.60000002384186,0.0,0,5,115,1320,1401,2759,0.6666666666666666,5.666666666666667,6.6,8.6,5.5,4.0,12.0,25.0,23.0,10.0,11.715277777777779,84.0,10.0,,,
1624580081,2016-04-29,,,,2390,1.54999995231628,1.54999995231628,0.0,0.0,0.0,1.54999995231628,0.0,0,0,150,1290,1404,2390,0.8333333333333334,1.1666666666666667,10.8,15.6,3.0,4.0,5.0,24.0,24.0,6.0,11.73611111111111,52.0,10.0,,,
1624580081,2016-04-30,,,,6474,4.30000019073486,4.30000019073486,0.0,0.899999976158142,1.27999997138977,2.11999988555908,0.0099999997764825,11,23,224,1182,1655,6474,2.5,5.833333333333333,28.2,17.0,13.5,14.0,22.0,87.0,37.0,14.0,13.834722222222222,87.0,10.0,,,
1624580081,2016-05-01,,,,36019,28.0300006866455,28.0300006866455,0.0,21.9200000762939,4.19000005722046,1.9099999666214,0.0199999995529652,186,63,171,1020,2690,36019,13.333333333333334,112.0,5.8,11.2,9.0,49.0,169.0,15.0,33.0,15.0,22.48611111111111,107.0,10.0,,,
1624580081,2016-05-02,,,,7155,4.92999982833862,4.92999982833862,0.0,0.860000014305115,0.589999973773956,3.47000002861023,0.0,7,6,166,1261,1497,7155,0.5,12.166666666666666,5.2,17.4,5.0,3.0,48.0,8.0,58.0,8.0,12.511111111111111,87.0,10.0,,,
1624580081,2016-05-03,,,,2100,1.37000000476837,1.37000000476837,0.0,0.0,0.0,1.3400000333786,0.0199999995529652,0,0,96,1344,1334,2100,0.16666666666666666,3.3333333333333335,5.2,7.0,7.0,1.0,16.0,13.0,23.0,7.0,11.15,42.0,10.0,,,
1624580081,2016-05-04,,,,2193,1.42999994754791,1.42999994754791,0.0,0.0,0.0,1.41999995708466,0.0,0,0,118,1322,1368,2193,1.1666666666666667,6.666666666666667,3.8,9.0,3.5,4.0,27.0,13.0,16.0,6.0,11.438888888888888,54.0,10.0,,,
1624580081,2016-05-05,,,,2470,1.61000001430511,1.61000001430511,0.0,0.0,0.0,1.58000004291534,0.0199999995529652,0,0,117,1323,1370,2470,0.16666666666666666,5.0,10.6,4.4,5.5,1.0,25.0,26.0,12.0,8.0,11.455555555555556,60.0,10.0,,,
1624580081,2016-05-06,,,,1727,1.12000000476837,1.12000000476837,0.0,0.0,0.0,1.12000000476837,0.0099999997764825,0,0,102,1338,1341,1727,2.0,1.3333333333333333,2.0,9.6,12.0,6.0,6.0,5.0,17.0,13.0,11.208333333333334,52.0,10.0,,,
1624580081,2016-05-07,,,,2104,1.37000000476837,1.37000000476837,0.0,0.0,0.0,1.37000000476837,0.0,0,0,182,1258,1474,2104,9.0,0.16666666666666666,14.0,10.8,1.5,26.0,1.0,31.0,22.0,2.0,12.318055555555556,72.0,10.0,,,
1624580081,2016-05-08,,,,3427,2.23000001907349,2.23000001907349,0.0,0.0,0.0,2.22000002861023,0.0,0,0,152,1288,1427,3427,4.0,4.333333333333333,7.6,11.4,3.5,18.0,10.0,16.0,18.0,7.0,11.927777777777777,48.0,10.0,,,
1624580081,2016-05-09,,,,1732,1.12999999523163,1.12999999523163,0.0,0.0,0.0,1.12999999523163,0.0,0,0,91,1349,1328,1732,0.8333333333333334,0.5,11.2,4.2,3.0,5.0,1.0,19.0,10.0,3.0,11.102777777777778,42.0,10.0,,,
1624580081,2016-05-10,,,,2969,1.92999994754791,1.92999994754791,0.0,0.0,0.0,1.91999995708466,0.0099999997764825,0,0,139,1301,1393,2969,1.3333333333333333,0.5,11.4,12.2,5.0,6.0,2.0,32.0,28.0,7.0,11.643055555555556,44.0,10.0,,,
1624580081,2016-05-11,,,,3134,2.03999996185303,2.03999996185303,0.0,0.0,0.0,2.03999996185303,0.0,0,0,112,1328,1359,3134,1.8333333333333333,0.16666666666666666,8.2,8.8,7.5,6.0,1.0,12.0,22.0,8.0,11.356944444444444,42.0,10.0,,,
1624580081,2016-05-12,,,,2971,1.92999994754791,1.92999994754791,0.0,0.0,0.0,1.91999995708466,0.0099999997764825,0,0,107,890,1002,2971,2.8333333333333335,1.0,19.0,,,5.0,6.0,35.0,,,12.008333333333333,56.0,10.0,,,
1644430081,2016-04-12,,,,10694,7.76999998092651,7.76999998092651,0.0,0.140000000596046,2.29999995231628,5.32999992370605,0.0,2,51,256,1131,3199,10694,0.5,8.166666666666666,8.0,46.4,20.0,2.0,14.0,20.0,65.0,39.0,15.811111111111112,76.0,10.0,,,
1644430081,2016-04-13,,,,8001,5.82000017166138,5.82000017166138,0.0,2.27999997138977,0.899999976158142,2.64000010490417,0.0,30,16,135,1259,2902,8001,0.0,5.666666666666667,9.4,35.2,0.0,0.0,13.0,19.0,130.0,0.0,14.344444444444445,82.0,10.0,,,
1644430081,2016-04-14,,,,11037,8.02000045776367,8.02000045776367,0.0,0.360000014305115,2.55999994277954,5.09999990463257,0.0,5,58,252,1125,3226,11037,0.0,5.166666666666667,10.4,47.6,31.0,0.0,13.0,16.0,69.0,61.0,15.944444444444445,76.0,10.0,,,
1644430081,2016-04-15,,,,5263,3.82999992370605,3.82999992370605,0.0,0.219999998807907,0.150000005960464,3.45000004768372,0.0,3,4,170,1263,2750,5263,0.0,6.666666666666667,12.4,14.0,7.5,0.0,15.0,23.0,27.0,10.0,13.591666666666667,80.0,10.0,,,
1644430081,2016-04-16,,,,15300,11.1199998855591,11.1199998855591,0.0,4.09999990463257,1.87999999523163,5.09000015258789,0.0,51,42,212,1135,3493,15300,0.0,4.333333333333333,53.0,21.6,25.0,0.0,26.0,98.0,32.0,42.0,17.26388888888889,80.0,10.0,,,
1644430081,2016-04-17,,,,8757,6.36999988555908,6.36999988555908,0.0,2.25,0.569999992847443,3.54999995231628,0.0,29,13,186,1212,3011,8757,7.833333333333333,0.0,28.2,16.4,14.5,33.0,0.0,93.0,26.0,16.0,14.879166666666666,78.0,10.0,,,
1644430081,2016-04-18,,,,7132,5.19000005722046,5.19000005722046,0.0,1.07000005245209,1.66999995708466,2.45000004768372,0.0,15,33,121,1271,2806,7132,1.5,4.666666666666667,8.6,30.4,0.0,9.0,13.0,18.0,115.0,0.0,13.869444444444444,76.0,10.0,,,
1644430081,2016-04-19,,,,11256,8.18000030517578,8.18000030517578,0.0,0.360000014305115,2.52999997138977,5.30000019073486,0.0,5,58,278,1099,3300,11256,0.0,6.333333333333333,11.2,47.6,26.5,0.0,13.0,24.0,76.0,48.0,16.081944444444446,78.0,10.0,,,
1644430081,2016-04-20,,,,2436,1.76999998092651,1.76999998092651,0.0,0.0,0.0,1.75999999046326,0.0099999997764825,0,0,125,1315,2430,2436,3.3333333333333335,4.833333333333333,6.8,7.6,2.0,5.0,8.0,11.0,13.0,3.0,12.009722222222223,70.0,10.0,,,
1644430081,2016-04-21,,,,1223,0.889999985694885,0.889999985694885,0.0,0.0,0.0,0.879999995231628,0.0099999997764825,0,0,38,1402,2140,1223,0.0,0.6666666666666666,3.0,3.6,0.5,0.0,3.0,14.0,9.0,1.0,10.577777777777778,72.0,10.0,,,
1644430081,2016-04-22,,,,3673,2.67000007629395,2.67000007629395,0.0,0.0,0.0,2.66000008583069,0.0099999997764825,0,0,86,1354,2344,3673,1.6666666666666667,0.0,11.2,4.0,0.0,7.0,0.0,19.0,16.0,0.0,11.584722222222222,78.0,10.0,,,
1644430081,2016-04-23,,,,6637,4.82999992370605,4.82999992370605,0.0,0.0,0.579999983310699,4.25,0.0,0,15,160,1265,2677,6637,0.3333333333333333,0.3333333333333333,0.6,36.4,0.5,1.0,2.0,3.0,64.0,1.0,13.230555555555556,66.0,10.0,,,
1644430081,2016-04-24,,,,3321,2.41000008583069,2.41000008583069,0.0,0.0,0.0,2.41000008583069,0.0,0,0,89,1351,2413,3321,0.5,0.0,9.0,7.8,1.0,1.0,0.0,14.0,16.0,1.0,11.927777777777777,78.0,10.0,,,
1644430081,2016-04-25,,,,3580,2.59999990463257,2.59999990463257,0.0,0.589999973773956,0.0599999986588955,1.95000004768372,0.0,8,1,94,1337,2497,3580,0.0,9.0,4.8,7.4,2.5,0.0,33.0,14.0,15.0,5.0,12.341666666666667,78.0,10.0,,,
1644430081,2016-04-26,,,,9919,7.21000003814697,7.21000003814697,0.0,0.800000011920929,1.72000002861023,4.69000005722046,0.0,11,41,223,1165,3123,9919,0.16666666666666666,4.833333333333333,9.0,41.2,28.5,1.0,12.0,13.0,83.0,53.0,15.433333333333334,72.0,10.0,,,
1644430081,2016-04-27,,,,3032,2.20000004768372,2.20000004768372,0.0,0.0,0.0,2.20000004768372,0.0,0,0,118,1322,2489,3032,0.0,5.833333333333333,9.6,7.0,0.0,0.0,10.0,20.0,13.0,0.0,12.302777777777777,76.0,10.0,,,
1644430081,2016-04-28,,,,9405,6.84000015258789,6.84000015258789,0.0,0.200000002980232,2.3199999332428,4.30999994277954,0.0,3,53,227,1157,3108,9405,0.0,5.333333333333333,8.6,45.2,20.5,0.0,13.0,13.0,63.0,41.0,15.3625,72.0,10.0,,,
1644430081,2016-04-29,1.0,119.0,127.0,3176,2.30999994277954,2.30999994277954,0.0,0.0,0.0,2.30999994277954,0.0,0,0,120,1193,2498,3176,0.0,6.666666666666667,11.0,5.0,0.0,0.0,14.0,16.0,17.0,0.0,12.344444444444445,72.0,10.0,,,
1644430081,2016-04-30,1.0,124.0,142.0,18213,13.2399997711182,13.2399997711182,0.0,0.629999995231628,3.14000010490417,9.46000003814697,0.0,9,71,402,816,3846,18213,0.0,28.833333333333332,14.2,58.2,18.0,0.0,42.0,31.0,94.0,36.0,19.006944444444443,74.0,10.0,,,
1644430081,2016-05-01,,,,6132,4.46000003814697,4.46000003814697,0.0,0.239999994635582,0.990000009536743,3.23000001907349,0.0,3,24,146,908,2696,6132,0.0,0.0,20.8,19.8,0.0,0.0,0.0,44.0,34.0,0.0,13.323611111111111,76.0,10.0,,,
1644430081,2016-05-02,1.0,796.0,961.0,3758,2.73000001907349,2.73000001907349,0.0,0.0700000002980232,0.310000002384186,2.34999990463257,0.0,1,7,148,682,2580,3758,0.0,2.0,9.8,16.2,0.0,0.0,12.0,16.0,30.0,0.0,12.533333333333333,76.0,10.0,,,
1644430081,2016-05-03,,,,12850,9.34000015258789,9.34000015258789,0.0,0.720000028610229,4.09000015258789,4.53999996185303,0.0,10,94,221,1115,3324,12850,0.16666666666666666,6.666666666666667,7.2,58.2,34.0,1.0,20.0,18.0,90.0,67.0,16.41111111111111,78.0,10.0,,,
1644430081,2016-05-04,,,,2309,1.67999994754791,1.67999994754791,0.0,0.0,0.0,1.6599999666214,0.0199999995529652,0,0,52,1388,2222,2309,0.16666666666666666,1.6666666666666667,5.0,3.0,0.5,1.0,10.0,17.0,12.0,1.0,10.984722222222222,78.0,10.0,,,
1644430081,2016-05-05,,,,4363,3.19000005722046,3.19000005722046,0.0,0.519999980926514,0.540000021457672,2.13000011444092,0.0099999997764825,6,12,81,1341,2463,4363,0.0,1.3333333333333333,1.6,12.6,22.0,0.0,8.0,7.0,29.0,38.0,12.175694444444444,81.0,10.0,,,
1644430081,2016-05-06,,,,9787,7.11999988555908,7.11999988555908,0.0,0.819999992847443,0.270000010728836,6.01000022888184,0.0199999995529652,11,6,369,1054,3328,9787,24.333333333333332,11.166666666666666,26.4,14.4,3.5,41.0,35.0,39.0,29.0,5.0,16.72361111111111,78.0,10.0,,,
1644430081,2016-05-07,,,,13372,9.72000026702881,9.72000026702881,0.0,3.25999999046326,0.790000021457672,5.67000007629395,0.0099999997764825,41,17,243,1139,3404,13372,1.0,11.833333333333334,42.8,17.2,11.5,6.0,47.0,61.0,43.0,13.0,16.821527777777778,80.0,10.0,,,
1644430081,2016-05-08,1.0,137.0,154.0,6724,4.8899998664856,4.8899998664856,0.0,0.0,0.0,4.88000011444092,0.0,0,0,295,991,2987,6724,11.166666666666666,13.5,12.8,9.2,18.5,21.0,23.0,15.0,24.0,23.0,14.765277777777778,80.0,6.0,,,
1644430081,2016-05-09,,,,6643,4.82999992370605,4.82999992370605,0.0,2.39000010490417,0.349999994039536,2.08999991416931,0.0099999997764825,32,6,303,1099,3008,6643,1.1666666666666667,12.5,32.0,33.6,0.5,2.0,28.0,60.0,115.0,1.0,14.866666666666667,78.0,10.0,,,
1644430081,2016-05-10,,,,9167,6.65999984741211,6.65999984741211,0.0,0.879999995231628,0.810000002384186,4.96999979019165,0.0099999997764825,12,19,155,1254,2799,9167,0.16666666666666666,3.0,2.0,35.2,12.0,1.0,9.0,10.0,71.0,23.0,13.83611111111111,84.0,10.0,,,
1644430081,2016-05-11,,,,1329,0.970000028610229,0.970000028610229,0.0,0.0,0.0,0.949999988079071,0.0099999997764825,0,0,49,713,1276,1329,0.0,6.666666666666667,,,,0.0,11.0,,,,11.652777777777779,72.0,10.0,,,
